qid,question_text,target
001f9180b6616782595f,Did the idea of yin and yang originate in China?,0
001f952e00ecf5d82544,What should you take into consideration when making a Hank Hill costume?,0
001fabd80ba520fe8fe1,Can a Chinese person start a political party?,0
001fbe4a683582df8a47,Why iron is not found in its free state?,0
001fc3a1da8e0508e8f8,How fast will humans die If the sun suddenly turn off and solidify maintaining the same gravitational force?,0
001fc4667f851fac177e,How do you search for and find mass graves?,0
001fca1b841245bf4e7b,Do crime reporters face death threats?,0
001fdc32baad36e6892e,Which is the best elevator company in India?,0
001fe721341ce146c645,Will the end of Net Neutrality help traditional media rebound?,0
001ff239535a9d75271a,Is there any apps for mining bitcoin with paid version?,0
001fff421a1f26881c23,Who was the shortest professional wrestler ever?,0
002000ee4afd7a5f1efd,Which offices or agencies are legally able to arrest a sitting U.S. President?,0
00201293fd3be3499dd3,Who are the major jute exporters in Bangladesh?,0
00201a282665c6dfad0f,Which university should I apply for a bachelor in the liberal arts in Europe?,0
00201b7c10e2b1684ec4,"TUM Masters in communication requires recommender to state that the candidate was in top 20%, why will he do when he wasn't?",0
002022401f088ae5a0f3,"My body temperature has increased slightly, but I don't have any feverish feeling. Is there any matter of concern?",0
002024c88aa44056256c,What summer internships are available for marketing aspirants?,0
00202e4e4fb8c2b3aca3,What are the differences between depression and melancholia?,0
0020422bfcdfa73d2bf7,How did you manage to overcome childhood adversity to become the person you are today? What were the prime motivators during your journey?,0
002047be63273f2d2e78,What is the genetic background in details?,0
002057863c6405e096f9,"If men have a better pain tolerance than women, does that mean they would handle childbirth, menstrual pain and breastfeeding better?",0
00208054da1eb27f53de,What was the historical significance of Mesopotamia's god?,0
0020853e782d27d173fc,Why is it ironic about the meaning of salem where so many people were hanged in the crucible?,0
00208e4f9fad2f1cf9f9,Is it wrong that I love someone I've never met?,0
0020938347b83674aa21,Is there anything called love at first sight?,0
0020a9d9c2f28556a538,Do Akshay Thakre has naag-mani with him?,0
0020c0d48fc14370110e,"This guy tells everyone that he hates me, but I have never talked to this guy. If he does why does he keep staring at me and try to look at me when Iâm not looking?",0
0020d78c6e28b90acd41,Where is the answer key of mock test for AIIMS 2018 which is distributed tomorrow?,0
0020e40d0df413e82faf,Why some LG phone tempature get too high?,0
002108331ca718da9728,Can teachers smack students at school in Australia?,0
00210ce013634bc7b445,Why is Aerogel so expensive?,0
002115139b023d1c4580,"Is it ok to walk your dog in the rain, or what are alternatives?",0
00211f86764762d50cca,"What is the plural of ""Mathematics""?",0
0021228d6607e74de36b,"Why do people act like having sex is this amazing thing and everybody else should want to have it? I don't care if people enjoy sex if they're happy, but I hate when they act like my asexuality means I'm either missing out on life or being childish.",0
002156afeba2b96efdfe,How much does it cost to live in Paris for a month?,0
0021827406e229e753d1,"How can I say (and write) ""Are you Tibetan?"" in Tibetan?",0
002187f1616a7e34e5e5,How do you change the wording in a Groupon review that I already submitted?,0
0021892805a645de2363,"If Jorge Luis Borges was alive now, where would he publish his short stories?",0
0021a2392cf121a39298,How do you make sure you are implementing the ideas you get from the books you read?,0
0021b5c11d010546bb44,What is the point of intersection between y= \sqrt {6-x} and y=x?,0
0021c01ad85c33c2434e,What is the best way to report fraud by a hospital or medical practice?,0
0021c28129e9855577ef,Why do people on YouTube disrespect my opinions with fake exhausts on cars such as Mercedes-Benz and Audi?,0
0021d2565fefbc58f2e7,"Do you shower before breakfast, or have breakfast before showering?",0
0021dbf7b024da4c7b3d,"Given a constant volume, does pressure drop as gas is absorbed?",0
0021fcc5bc562f44adcb,What is the name of the bird that lives in gir forest and freezes when threatened?,0
0022053464a8c2cb356a,Is it possible knowingly to stop your own heart or heartbeat?,0
00220a95d2704c34b829,"Doctor injected anesthetic into my skin for minor surgery. I felt a cold rush through my body, but absolutely no numbing in the area whatsoever, I felt it all and it was horrible. Could he have injected directly into my bloodstream?",0
00220e19600c39b443f4,What is cryptorchidism and how is it treated?,0
00220ff216f041d0ab26,Why is education better than business?,0
00222221e617b0369baf,Is there a way to switch accounts you signed up with on your Windows 10 PC?,0
00222e960cd49d9986f5,Why did most of the colonial empires come out of European countries?,0
002237699bdd476961d3,"You can swap your identity with anyone in the world but you are stuck with their body, money, house, debts and family forever, who do you choose?",0
0022382dfadbec7105c0,Does buying a graphic card holding laptop damage the laptop's performance faster than that of a ordinary laptop?,0
002245795c50f2043fe5,"What is the Orthodox Christian argument against ""Filioque?""",0
002257f1d944f9ba88b7,How do you know when your boyfriend is bipolar?,0
00225af4343a25be325f,"Economically speaking, were wages higher for men before women entered the workforce?",0
0022818e762ead1984a8,Is the X1 Bike waterproof?,0
00228419dc50c44eb844,What are the most resent challenges in human resources management that need to be addressed?,0
002284840b558e065b03,"What are those kid gang genre movies like The Goonies, E.T or Stand By Me called?",0
002284dd90794d81879c,What are some examples of fables and folktales?,0
0022b04d8437d2898d75,Why is Snapchat popularity declining?,0
0022b0ea865d8c394eb2,What does the chairman of a regional federal reserve do?,0
0022b387a151c3146501,Is Canada a better country to pursue MBA in banking and finance after 2 years of experience in Indian banking system?,0
0022b3b60a6b252f6fd3,What is the colour of methyl orange in limewater?,0
0022bcbe25f17b84b114,What causes itchiness in my breasts?,0
0022f66fdbb921993232,"If every other car is autonomous and you had the only non-autonomous car, what would you do?",0
0022fa0c1e4cf381e6f9,How can I start earning after doing my MBBS other than private clinics? Like how to apply for hospitals and what would be the salary?,0
0022fb1bd42f9da06890,What is the best collection of amazing facts?,0
00230872a2becd4b4772,Which are some of the world's most dangerous for activists?,0
002309c07cc9959e6f32,Is it bad for a 13 year old girl to be extremely close to a 22 year old girl if they're not related?,0
00231f314f664aecc302,How can I train a Yorkie-Pom dog to follow my commands?,0
00232e88579f3e067d5e,What are the best running shoes for flat feet?,0
002335c41c0235476322,What is the easiest way to convert cubic feet into liters in basic chemistry?,0
00233c4e4d379154763c,Are there any uses of sports certificates at school level in any interview?,0
00235253bf6d200affc4,How many times has the U.S. Air Force failed to send over court martial records to the F.B.I.?,0
00235520fbc0099e509c,What should I do if Iâm electrical engineer but very intrested in mechanical machines & equipments?,0
002357cfc3218a7f9005,What is future of Administrator in Linux?,0
002362eb57ac3c962f96,why do Gopal Krishna Gokhale was considered an important mentor to Gandhi?,0
002370c4314caeb642ea,Where can I buy unique and quirky products online?,0
00237878d85935ef715d,"Game of Thrones, what does Arya find out about Littlefinger?",0
00238b87eeb29a9d84a6,What are some of the foods which should be taken at least once in a week?,0
00239fe97666cfc4c834,What's the weight of undergraduate research while applying for Integrated PhD (Physics) in India? Does not having a research paper published after Bachelor degree deter the chances of getting selected?,0
0023a4abbfdadb9c7ca3,"M.Planning or M.Des, whats better after B.tech in civil engineering?",0
0023b7f5f1c80171363c,What are some of your 'Bakkushan' moments?,0
0023e8fc9d36a1a1d692,Does walmartlabs give new hire stock grants and how does the RSU vesting work?,0
0023ef31653c30d9bcb2,What do you think will happen to Bitcoin 2018?,0
0023f61054eb59e816cb,What is actually happening in Syria with children?,0
00240b36ddeeaba73487,What are the job prospects after doing an MSc in Chemistry or Biology?,0
002422f6f10c9b7c6dc0,What would you name a cognitive automation solution?,0
002428bbab7c0d60962c,Does Facebook record audio on users' devices for ad-targeting purposes?,0
0024296ad0dfc438c6ce,How is pre-ordering considered bad?,0
0024309fbe3a68a0c1e0,Which college I could get with 530 marks in neet'17 specially in UP?,0
00244c27242395f078f4,What is the point of speed limits on interstate highways and nonresidential/city roads? Stationing police officers on these roads seems like a huge waste of limited police resources.,0
00244c40cb3801ef15f5,What are some good tips for ESO?,0
002472cd3175b0abeaf1,Which dog collars are the best to use when training dogs?,0
002478730f724cd42813,Why does Quora have a text limit?,0
0024839018cb7fc74f36,What is the easiest way to get rid of debt?,0
0024a74f79954483a52a,How does the multiple-hit hypothesis explain the development of cancer?,0
0024a7a2b847062cb1e2,What happened in the year 0?,0
0024a9c12525ffeb0230,How do are non-dihydropyridine calcium channel blockers used?,0
0024b4e5fbf310a1872e,How can I cope with my boyfriend being extremely jealous?,0
0024b8399bcf259e6950,A governmental organisation is threatening your life. You have five hours to hide. What do you do?,0
0024ba548e3e3b41654f,What does car mean?,0
0024beb5bbb4b0d7af9d,Do you have a particular kind of music that you listen to when you are sad?,0
0024c55a4de24768af7e,Can I give a reward to my virtual assistants for their efforts?,0
0024eeeeb6f42f9f90f8,What are the admission requirements in Stanford university for an Indian student?,0
002526149557c2184b12,What are some sites on the web that criticise indie films?,0
00252aa6b68b87b6ac0c,Which type of questions may asked to a civil engineer in UPSC civil services interview?,0
002548d626f2cfb447ec,"Are the U.S, sanctions against Iran legal and in good faith?",0
0025533674d2c471b892,What do you think will happen in Seasons 5 and 6 of The Americans?,0
002568bb0c1beea277be,Why do people think it is okay to ask people online advice about health issues?,0
002586ec0b7b51ab4e30,What are some signs that indicate Trump is trying to turn the United States into an authoritarian state?,0
00259bcae404abf62841,What are the harsh truths about Africa?,0
0025a1fd60219911a60c,How is your experience with husky dogs in India? Can they sustain Indian tropical environment?,0
0025a2d865e3c26f97f8,What are the prerequisites to become an assistant professor?,0
0025b2f65c150dce2123,Is it helpful to do mtech with low aggregate in mechanical engineering?,0
0025b4830ca6cfe7e866,"Do you, as a Christian, think that Jews should convert to Christianity in order to be saved?",0
0025c4f839334aae978b,Did Augustus get married?,0
0025e7f20204c98ef838,Are there any theories about how human memory is stored other than in synapses?,0
002624a1a6d19eea5a65,Is queen Elizabeth related to king henry viii?,0
0026284a957ec05a58f0,Why are drain flies common on sewage systems?,0
00262fb9282b3935b46a,How long does it take you to process a cow?,0
00263f2cf793055ea939,How do charities become so huge?,0
00264a7963de2407fc96,Where do I find the class clowns at Harvard?,0
00264b2bbed6cc8df1f2,Is there a future for us?,0
0026566af1ec7749f8aa,Which city in India has a good ecosystem for developing prototypes real fast and real cheap for inventors?,0
00266719cffa5b43eec7,Is it worth to study in MBA in tier 3 colleges like TAPMI / BIM / KJ SOMAIYA?,0
00267690d6ed59b003e2,What is the lease agreement for Common.com or Ollie.co or Coliving.com?,0
00267daf7881acc08c4d,"Do companies like TCS, Wipro, Infosys give salary during their training period?",0
00267ec73dcc3d626779,What supplements work for growing boobs?,0
0026987cc06fdc85d600,Should we be more concerned with whether Carter Page is a Russian spy and why was he working for the Trump campaign?,0
0026be59ba33680339fd,Is there any sense for native English person to immigrate to Germany from Great Britain?,0
0026d424a107ca74e1b8,Do FL police record any data when they check a citizen's ID without issuance of any citations or infractions?,0
0026e2f3aa8c1582eb46,Do electric cars have gears?,0
0026e44dddf6a376c423,"How do I live on 20,000 a year?",0
0026fe4ede065086039e,What is an impersonal God?,0
002706c108593d2aab3c,How can I avoid my dog from getting wet when it rains if I can't allow her to come inside and there is no dry area available for her to stay under?,0
002734a911eb1abc996d,What is the best way to deal with sex withdrawal?,0
00273ef277d580da66a1,Where's WeChat symbol?,0
00274b1df978f32ccd5e,"Where are the best colleges and why (e.g. free tuition, job opportunities?",0
00275c4a6b589afb34ec,What is the purpose of the siliceous ooze?,0
00277953a272386a4c6a,Where are the first 10 employees of Flipkart now?,0
0027844ba5e86d4b185d,"The solar system is not a fixed reference frame in the universe, so are we experiencing any time dilation effects due to its movement?",0
00278571328954ce971c,Would thin plated armour with folded leather scales underneath make a good knight's armor?,0
002786662bf15124c049,What are some unique bandeau outfits ideas for teenagers?,0
0027867169577a472974,What the simlarity between computer organization and computer arichtecture?,0
0027b475c77063a30031,What were the most important 5 causes of the Great Depression?,0
0027da8a024d22197a0d,Are you covered by insurance if you die on a roller coaster?,0
0027e606dd7851f96458,How did civic nationalism originate?,0
00280e0511a7202a08d8,What other big investment options with less risk are there in India except real estate?,0
0028116b4f03976eec60,What eventuality are you prepared to survive and would such a collapse be worth surviving?,0
002818285238dbc1cfe0,Why Can't People change Gender physically the way animals can?,0
00281ba728f6243ff7bc,"Why do my Gmail passwords keep disappearing? I'm on a Mac, and all my Gmail boxes are in the sidebar along the left. Every so often, I lose connection to my Gmail boxes, and have to reset all the passwords. I access these mail boxes every day.",0
00282941b43dd3b5724d,What do I need to do to become a great electrical engineer?,0
0028305145adcfebc5b2,Can weed cause cardiac arrest?,0
00283e652adf69e38c72,Are there any types of tooth-coloured fillings?,0
00284426d4737d6af5cf,"Why do I think it's good for a country to have more CCTV surveillance and phone surveillance despite ""human rights abuse claim""?",0
002845db5432b2545748,"How can I notify one of my tweeter contacts about the fact that his account is possibly hacked, since it likes pornographic content, is it possible to send an anonymous message?",0
00284bbdb60c6cdf373c,Choose your least favorite MCU villain. How would you improve him/her?,0
0028665e184ea6f21093,"Between Armfeldt, Lewenhaupt and RehnskiÃ¶ld, who was the best Swedish general?",0
002873fdf551409d36ef,What do psychopaths think about the fat acceptance movement?,0
00287b28f4008d99d768,How do you know if a guy is just sweet and caring or has feelings for you?,0
00288badba20c465d33a,Have you ever cheated on someone's test in school?,0
002891af5753829e9cf0,Which companies in India hire SQL developers?,0
0028a18f4ff93eb89619,What was the most fun you have ever had in your life?,0
0028a1c04b9447f3be1c,What area is considered to be Western Europe?,0
0028a93a17bcd4c3925e,What is the best laptop for everyday use and some light gaming?,0
0028b45e4c89721cf239,Who are bigger the red blood cells or the white blood cells?,0
0028d58135f9c1b5ad8c,What is the significant of logarithm in image processing?,0
0028d91d0ba904ddb7c3,Which area in Banglore is safest for working women?,0
0028f67ccff988aee531,What is the meaning of nudge in hike?,0
0028fd9562805d42a16f,What is the most real thing or idea?,0
002913945566f6cae369,What is the relation between the rotation of earth and changing polarities?,0
00291b7116820990a72a,What is the difference between active duty and the coast guard?,0
00292a335f998311000c,How is Dynamic 365 team at Microsoft IDC Hyderabad?,0
00294e5623ad531ecea7,How do I keep my lazyness away?,0
00295ca6c3703de69220,Which posion can kill human in few mintues?,0
0029691ccc1cd5b4c0c5,How long does a stand-up count take in prison?,0
00296f75eb82f78682ad,Why is my dad unnecessarily harsh on me than when compared to my siblings (I am a first-born)?,0
0029912ec19eab703bc0,Are all anti-missile systems THAADs?,0
00299f37e322934b04d5,Can we have hybrid bike wheels on a mountain bike frame?,0
0029ad686abc23ada02e,How do I win over a married man?,0
0029ba83bc1b0e1094d0,What do you think of Donald Trump's new 'real news' program hosted by his daughter-in-law?,0
0029bbffb6dd7e4a4c86,How was Buddhism an improvement for women in Hindu cultures?,0
0029daf7b78a1a2439d8,What is the largest state in terms of population?,0
0029e12d6135e4fca53b,How do grown men look in skinny jeans?,0
0029e1a6081858c3d14a,What is the best site to learn basic computer?,0
0029e1a6d511f2993131,What is the background of the Hammer v. Dagenhart case?,0
0029f473270ea5143b41,Are there British actors who have lost their accents either completely or partially from living in America for so long?,0
002a1d04c77b1a0dd329,What would it take for US homeowners to begin putting solar panels on their roofs en masse?,0
002a2836b3db5aa211ec,How would I be able to record clips of TV shows and upload them on YouTube? What tool is best to use? And does anyone know how I could do it?,0
002a2a6d561b730142da,How can I treat a watery discharge after 39 weeks pregnant?,0
002a40f7d1b58ed0bfd0,Do most 11 year olds have bad mums and dads?,0
002a474cf60fda86eb04,Apparently cold showers are good for your skin and hair. How often should I take them? Once a day or twice a day?,0
002a55f78244a4d61adc,How likely is Facebook going bankruptcy?,0
002a5f773783badefe0a,What is the maximum size possible for a thunderstike?,0
002a621639f26e1b653d,What can be revealed throughout the genome of the platypus?,0
002a63a02c4cacb5c592,What do you think of the 100% renewable feasibility evaluation by LUT and EWG? Are there any major flaws in this study?,0
002a6ced017aa96f3d25,Do you really think you could follow through with taking a actual bullet for someone?,0
002a71861570990c291d,"If you inject within the marked areas on this rat, what would you risk penetrating?",0
002a7d20d3ef20111d21,If a venomous snake bites a human and that human is sick and that venom can cure that human but also harm it how would you go by proceeding that medical procedure?,0
002a843c7630b057e45a,Why is it important to amplify a signal before sending it to the recipient?,0
002a9dc409cc2520271e,What can we do for our society?,0
002aaadb57f1f81a3336,Why are the lifeguards necessary at any aquatic facility?,0
002aad678ac2c9ae35b1,Does the diameter of a bob affect the pendulum?,0
002ab0b9fab33f1775d8,What's the difference between multiplication and quantitative percentages?,0
002ab20672f84081804a,"If I delete my Quora account, can I use the same email address to create another one?",0
002ab863fc291e10c241,Is there an intuitive way to understand how RadonâNikodym derivative is useful?,0
002ad113802bf65b479f,Is South Africa a safe country to visit?,0
002ad2ba6e5d4bc0240e,What is the best route from Houston to San Francisco if I have one week?,0
002aec988a02954bc80e,What is the structure of white blood cells'?,0
002b06352ea8a207eb36,Why can't we stop religious conversions in India?,0
002b06bdb7627105e270,I like to start a business or continue my dad's business. Should I do BBA or BBM?,0
002b20092b4c6c1d97cb,What is the fee for COMEDK MBBS 2017?,0
002b2a4e02f63951851c,What is the best motivation you've ever received?,0
002b43a78f69c768989a,My skin turns dark with any body lotion that I use. Why?,0
002b4d9dce81e0ce8dbd,Why does my mother call me her favorite when were alone but when we are around my other siblings she says she has no favorites?,0
002b4e57043e26ce61c3,What is the best way to tackle the situation where I am earning much more than my friends and they look at me with 'expectations'?,0
002b565ebf9608f3a2a2,Does âtâ go silent in âitâllâ?,0
002b6ae0795fd7e68077,"Hypothetically, how effective would a mercury filled grenade be at killing enemy combatants?",0
002b7549d23d2a663e73,"Are the syllabic consonants of the Sanskrit varnamala {à¤, à¥ , à¤, à¥¡} considered vowels or consonants?",0
002b9746d06b9bc4fe6f,Should I buy clothes or a phone?,0
002b9b8a9adec392454a,Which government medical college can get with 320 marks in NEET 2017 (SC Category)?,0
002baeeee2f4a2459ac5,What are the articles that come from a famous journals and their content is to compare tow things and the writing model or writing skill is worth learning?,0
002bb125dc621663ccc5,What would you do if you had total obedience over all living creatures for one day?,0
002bb2a53560cdd5ec64,How do I select the best dental practice marketing agency for dentists?,0
002bbe04773828983406,Who are the best professors at the University of Cambridge?,0
002be7ff290d37116ac4,Which is best Jaypee 62 or MIT Pune for CSE?,0
002bebc8b73c0f245930,What are some important chapters for NEET 2018 for biology?,0
002bfb2388ac2bc1e56e,Do we get foreign assignments in public relations?,0
002c02ccd1de5779c666,"If Britain revokes Article 50 now, would the value of the pound go up? If yes, by how much?",0
002c1e5b0eb68bf094cf,My Apple radio keeps surging whenever I turn on the radio. How can I fix it?,0
002c2fc7ac1e47a10ecc,Which field of work does India have the least members?,0
002c382f27f61338f30f,What parts of your job are fun?,0
002c4d82ad6ac30768ed,How does a business-major student incorporate an international dimension to his/her undergraduate education?,0
002c53697c04e32faaa5,How well would have Ike Ibeabuchi done in boxing if he didn't have his career damaged by legal issues?,0
002c5542df395acdfd15,Can somebody guide me about purchasing an exercise bike for home? What are some good models in the range of rs. 4000 to 7000 with features?,0
002c5ea23269c736c458,Why do people find pleasure in enemas?,0
002c8099319e6137d43a,Which football should I buy?,0
002c9ee245e7635e18cd,"What were General Walter Bedell ""Beetle"" Smith's major accomplishments?",0
002cc1be747e9ee652f9,Is Kenya safe foe residents?,0
002cc47606117ade757e,What are some good examples of suspension in chemistry?,0
002cc55c2a3d3c8687fc,How profitable is the car leasing business post GST?,0
002cca0ba3c0ac801c09,What are the best plants for increasing indoor air quality that are easily maintanable?,0
002ccae3aaff8ceb36cf,What is the biggest fear of newly retired people?,0
002cdfcc3c178ed42dc5,Can we move outside after midnight in Kota just to swing our mood?,0
002ce185cf563db59f97,Which presidents since Kennedy has committed the most crimes?,0
002ce8dcc009e9cf977a,Why do people in Beijing put a traffic cone next to their parked car?,0
002ceaa7676d193ee892,What is the experience of an Indian-American going to India for medical school?,0
002cfeb83edd0a47785b,Does it make sense for a container component to render several presentation components?,0
002cff96645f9872df6d,Why does Ronaldinho looks like a girl?,0
002d05491a0e558a0d15,What companies sell non-branded high quality smart casual clothes?,0
002d0d901b7b43f509a8,Who is the present education minister of Karnataka?,0
002d2d8792d0f1cc78e3,"In videos of North Korean military parades, they march with what appears to be a very exaggerated goose step. Is this their normal marching step?",0
002d403c990fbf97ca55,Who are often unsuccessful to catch their prey?,0
002d5fb6a34bcaf6ec57,How soon after WWII was a right-wing political party founded in Germany?,0
002d7b3a148fcd42a7c4,"My boss watched porn on his work computer, how can I get him to stop?",0
002d9b516ded0aa4f077,What is mostly imortant in being a doctor?,0
002d9f5bbca6ad1a681a,How tall do your parents have to be for you to become 6 feet?,0
002da217f3dca3980a22,What steps I should be taking if I am having an idea about a product that can solve the problem that sportsmen face?,0
002db12ea20bbd373044,What are the most effective strategies that startups are using to reach out to target audience other than paid ads and blogs?,0
002ddc5109b475780e6e,"If the devil really exists, what is currently working on?",0
002e17ccf847c10a54ac,"Why does my grandmother call wrestling ""wrastling""?",0
002e18f620ff218a8fe3,Why do I have sudden intrusive thoughts about being in pain?,0
002e59231342d69c0fcc,What are some good and unique crochet scarf patterns?,0
002e5b8a6ea8b35624c3,Is Brian Griffin a good role model on Family Guy?,0
002e5e509a6d4daa9576,"Frequently, part of my legs starts getting very itchy for no apparent reason and usually there will be an isolated hive/bump or a heat-rash-like condition. Does anyone know what causes this?",0
002e63e4739922bed856,What is difference between a gene and a allele?,0
002e7fa4cf296b1fbdf8,What are the uses of face oil? Which face oil is good for dry skin (I have extremely dry skin)?,0
002ebf1deece74df856a,What are cons of surface mining?,0
002ec6a4ac4d6470d9a4,What are some great places according to you to travel solo?,0
002ecb825db10a1e92e7,What pleasure is there in keeping snakes as pets?,0
002ee349bd33864f52aa,Can you get sick from old water?,0
002efb165aa535bb5b8f,Has it ever happened that you lost your faith and belief in God?,0
002efc55573609a33209,How do I find out the password for my Elite paycheck plus debit card if I havenât set one up?,0
002f01e846eb9fa26cfe,What are my chances at 1370 MP state rank in NEET?,0
002f0c459fa13a26d6a2,What are your favourite before and after sentences?,0
002f1fa8eea6dc7aa5eb,"Since Sasuke and Naruto are the reincarnation of Indra and Ashura, are they brothers?",0
002f24706466f4a0b79a,Can I do genetic engineering after doing chemical engineering?,0
002f259ada6155f2749d,"Why is it that the phrase 'the dead of night' makes sense, but 'the alive of day' doesn't?",0
002f4175edfbb9228462,What are the job opportunities after doing MA (economics)?,0
002f49bb671828d9e7b8,Which player had the greatest performance in Super Bowl 2018?,0
002f647f87e8f4c349de,What is something that never needs to be said?,0
002f82e9aea808c4c6c2,What is wrong with BJP in Punjab?,0
002fac6e44e4b3506921,Shouldnt there be more women in IPS?,0
002fc06bb7239bc51430,"Where can I find abandoned places in Campania, Italy?",0
002fc471687484289521,How does Lyft track who I am after deleting and reinstalling their app?,0
002fcf75d13df8ed45e5,Would you die to save your loved one?,0
002feef1371addbc1392,Did you by any chance go to a naval school?,0
002ff88666fb2cc4fb61,How many agni 5 missiles do India have?,0
002ffebf02534b00b670,Are Mughals descendants of Genghis Khan?,0
0030232e168bdfeff811,What is the best city you have ever visited in Turkey?,0
00303207fcb396ce6840,What are the best lifehacks for hairs?,0
00305d75b92df295e986,"Will America's current ""civil war"" go hot and if so how will it go?",0
0030741fda121933b82b,How can I improve my high kick technique?,0
00307c36b0c9debaf715,What are the functions of amylose?,0
003080e4f4063c82a2e8,How much does it cost to build a professional basketball half-court in France?,0
003088e3b398a801f221,What will happen to Bitcoin when power goes out for weeks across the world from a CME?,0
00309392719aee62ec39,Are motorcycles in Toronto highways exempt from the speed limit?,0
003095e45e5474919dc2,How can I learn making a stop motion whiteboard video (like the video in the link) and does it take so much time to make one?,0
0030a7853565d57c4450,"Today, my friend came up to me at lunch and said âthis morning I started my period and I have crampsâ. I just went âum I didnât askâ¦â. She said that it was weird that I was uncomfortable when she told me. Was my response the correct one to give?",0
0030d3e3fbef52753ac7,What are the parts of a nucleus?,0
0031019f0dd75b0d1ddb,"A new software developer insisted to use kubernetes for a backend project where no developers in the company have experience in Docker and Kubernetes, as the CTO, what should I do?",0
0031052210a35f3d7bcc,Dating is boring for me. Am I the only one?,0
00310a0b32e57e23b716,How was early Christianity practiced diffferently than today?,0
003117da7a5c13ac1e70,Why is my stream pixelated and choppy?,0
003124297ed5210ccd38,What would have happened if Indian subcontinent had stayed together?,0
00313fa73b480db2f5aa,"How do I make a girlfriend in Bangalore? I work in IT, have sufficient money, and I am good looking. And No girls at workplace.",0
003159153e176da7d3f7,"What are the personal benefits of giving to charity, other than tax breaks?",0
0031781e410a9bc36802,Is there any organisation/club in Pune which helps to appear for the Ham radio licencing (ASOC) examination?,0
00317dbdbcc7414b6942,Why do clouds look solid from the ground?,0
003188056b38bd50d5e0,Is Frieza a man or a woman?,0
0031929c66ec6bf02e51,What is that one life changing novel that you would recommend to everyone?,0
0031a355f5f82832201f,Which actresses were known to have relations with Harvey Weinstein?,0
0031acdc0094053bdb86,Is queer and gay the same thing?,0
0031adf97ba1c20109e0,How do I find a person in Facebook to learn English?,0
0031bf227baecfab4c75,Some people are defending the separation of children from the families because itâs the law. Whatâs their opinion about the application of the Nuremberg laws?,0
0031ccb5e02aad7d21a8,Which is the best earphone for mobile and laptop?,0
0031dd34aeaa03ad459a,How can we report a person who was banned but came back with another account and same name?,0
0031e00ffc14067858e5,How do I start my music career while in college?,0
0031ee5ecd98c0805405,How many partition in one hard disk?,0
0031f1934e7fd05dca27,How will attitudes about race in America change over the next 50 years?,0
0031fba8ea8974261f57,Are catchweight limit agreements between two fighters in boxing matches ruining the sport for the fans?,0
003216d4626f8a162321,"What if I have turned off all app overlays and still get the ""overlay"" problem?",0
003229fdf791d0244b67,How do I forecast commodities price in the market?,0
003244c7cd435a595bf1,"What is Leroy Robert ""Satchel"" Paige known for?",0
00324dbc079160a84847,Do you think it's possible to Travel to Mars in 5 years?,0
003250e169a0b8b0764e,Why do perfumes dry up when left open?,0
00325592090579a66084,Why underground pimples hurt when you try to pop them?,0
00325af527b6f18c0dca,Do they have cars in Chad?,0
00326c6472fea767acf5,What was the last common ancestor of wolf and wolverine?,0
00328059c307820a1cd4,"Should children not be allowed to play football, since it causes so many brain injuries?",0
00328151ac749660b84f,What are the prerequisites to learn SAP EWM?,0
0032868a862b8f6ed356,Where can I download test bank for Foundations of Operations Management Ritzman 2 CDN?,0
00328d0c771e2ba0cdd4,Which countries were positively impacted by globalization?,0
0032916377e2c743ac1f,Should you wear eyeliner on lower lashline?,0
003291de055ddddcbfbe,What is the best diesel locomotive in Indian Railways?,0
00329f013287e38cbed3,How do double circulation systems work?,0
0032a5b9aa15742f095f,What's the trends of career on engineering careamics or so?,0
0032a89a9d14be92091a,How can I display data from database in PHP?,0
0032abee162cb31ea5e3,Which novels are good for amateur readers?,0
0032dd02b9dd2f8a3bd9,Why do people use swear words to express strong emotions?,0
0032f983927db0fde3cc,Is everything around us random or does it follow some pattern?,0
003315ea3e29af5e3599,What is the best riddle you've ever heard?,0
00331feebe01b24d243b,How do the modern mathematics create a fictional solution for this Diophantine Equation ([math] n^p = q*(m^p) [/math]) that hasn't any solution?,0
00333158684ad61b3263,What is the average salary of a famous cardio surgeon like Anil Bhan in India?,0
003333085618b04776e7,Why senior employees (4-8 yr exp.) of service based company (Infy/Wipro/CTS) never motivate juniors to switch to product based company?,0
00334ab03fd5748616fe,What challenges did Robert K. Merton face as a sociologist?,0
00335fa80fed0390a73a,How will be the packages and placement opportunities at vlsiguru institute?,0
00337522ed661cd930df,How president is the head of the state?,0
00337a2fc15356120714,Do you think people who work faster should go home earlier?,0
00337d0e649343e5244a,Who did USA sell its mortgage debt to?,0
0033b054467ad9fc9617,Can you squat in a house where a person died?,0
0033b7bb63bc8c736e9a,What is the potassium content in pineapple juice?,0
0033ce9d8cbcffa2a7c7,How do water work?,0
0033d92f9f453fdb7e80,Can I meet a real life mermaid one day?,0
0033d9e24861ef48aae9,"How much moneyâ I needed to build a Fort like "" Fort of Chittorgarh"" within 10 years of today's time?",0
0033e6481a1b0f9892aa,What are some useful tips for someone who is starting work at National beverage?,0
0033ef532c4f978e880d,Why did Facebook place on my page that I deleted an emoticon on a friends page?,0
0033f9a1b9cb7ad84fae,"In the Italian version of the novel The Name of the Rose, why is Jorge's name not in its Italian version as it is with other characters' names?",0
